entity,high_weights,high_counts,low_weights,low_counts,relative_weight,relative_count
LEANING FORWARD,24.0,3.0,0.0,0.0,inf,inf
RED AND BLACK CLOTHING,6.0,1.0,0.0,0.0,inf,inf
WHITE SUBWAY TILES,7.0,1.0,0.0,0.0,inf,inf
HIGH-PITCHED TONE,0.0,0.0,7.0,1.0,0.0,0.0
LEANING OVER BOX,0.0,0.0,7.0,1.0,0.0,0.0
BRACES UPDATE,9.0,1.0,0.0,0.0,inf,inf
TUBE,8.0,1.0,0.0,0.0,inf,inf
DECOR ITEMS,0.0,0.0,3.0,1.0,0.0,0.0
MEDIUM SILENCE 0:16-0:18,7.0,1.0,0.0,0.0,inf,inf
GESTURE,14.0,2.0,0.0,0.0,inf,inf
REPETITIVE BASSLINE,0.0,0.0,6.0,1.0,0.0,0.0
SPEECH PATTERN,15.0,2.0,0.0,0.0,inf,inf
EXPERIENTIAL APPROACH,7.0,1.0,0.0,0.0,inf,inf
CLOTHING,8.0,1.0,0.0,0.0,inf,inf
SCRIPTED READ,7.0,1.0,0.0,0.0,inf,inf
CATCHY UPBEAT POP SONG,0.0,0.0,9.0,1.0,0.0,0.0
AUDIO ANALYSIS TOOLS,6.0,1.0,5.0,1.0,1.2,1.0
CAPTIVATING AUDIO,0.0,0.0,8.0,1.0,0.0,0.0
BLOWING A KISS,7.0,1.0,0.0,0.0,inf,inf
BEAUTY PRODUCTS,8.0,1.0,7.0,1.0,1.1428571428571428,1.0
UNDER-EYE CONCEALER,7.0,1.0,0.0,0.0,inf,inf
TICKING SOUND EFFECT,0.0,0.0,8.0,1.0,0.0,0.0
ICE SKATING,9.0,1.0,0.0,0.0,inf,inf
BRITNEY SPEARS'S VOCALS,0.0,0.0,9.0,1.0,0.0,0.0
TILTED HEAD,14.0,2.0,0.0,0.0,inf,inf
LATIN AMERICAN MUSIC,16.0,2.0,0.0,0.0,inf,inf
DOMESTIC SETTING,8.0,1.0,9.0,1.0,0.8888888888888888,1.0
RELAXED AND PLEASED EXPRESSION,8.0,1.0,0.0,0.0,inf,inf
MOUTH MOVEMENTS,7.0,1.0,0.0,0.0,inf,inf
DRIVEWAY,0.0,0.0,6.0,1.0,0.0,0.0
METAL GRILL,0.0,0.0,6.0,1.0,0.0,0.0
TOOTHBRUSHES,0.0,0.0,7.0,1.0,0.0,0.0
FLUENT SPEAKER,9.0,1.0,0.0,0.0,inf,inf
CANDID EXPERIENCES,8.0,1.0,0.0,0.0,inf,inf
BURGUNDY TRENCH COAT,8.0,1.0,0.0,0.0,inf,inf
STROLLER,8.0,1.0,0.0,0.0,inf,inf
ADVICE ON TIKTOKS,9.0,1.0,0.0,0.0,inf,inf
EXPANSIVE GRASS AREAS,7.0,1.0,0.0,0.0,inf,inf
WALL ART,41.0,7.0,18.0,3.0,2.2777777777777777,2.3333333333333335
GREENERY OUTSIDE,12.0,2.0,0.0,0.0,inf,inf
DRESSING AND PREPARING,0.0,0.0,7.0,1.0,0.0,0.0
REGGAETON TRACK,9.0,1.0,0.0,0.0,inf,inf
CAMELBACK MOUNTAIN,8.0,1.0,0.0,0.0,inf,inf
DIGITAL WATERMARK,5.0,1.0,0.0,0.0,inf,inf
PREPARATION AND FOCUS,0.0,0.0,8.0,1.0,0.0,0.0
WHITE LOUVERED DOOR,5.0,1.0,0.0,0.0,inf,inf
PERFECT CAKE,9.0,1.0,0.0,0.0,inf,inf
RESTAURANT INTRODUCTION,6.0,1.0,0.0,0.0,inf,inf
PICTURE OR POSTER,6.0,1.0,0.0,0.0,inf,inf
DIRECTION OF ATTENTION,8.0,1.0,0.0,0.0,inf,inf
MOVIE THEATER ROOM,8.0,1.0,0.0,0.0,inf,inf
MUTED AND NEUTRAL COLORS,7.0,1.0,0.0,0.0,inf,inf
NEATLY MANICURED NAILS,6.0,1.0,0.0,0.0,inf,inf
FLOWERS AND TREATS,0.0,0.0,7.0,1.0,0.0,0.0
REVERB/DELAY,7.0,1.0,14.0,2.0,0.5,0.5
HESITATION AT 0:10,8.0,1.0,0.0,0.0,inf,inf
PERSONAL ENVIRONMENT,7.0,1.0,0.0,0.0,inf,inf
TANK TOP,0.0,0.0,7.0,1.0,0.0,0.0
RUSTLING OF CARDBOARD,0.0,0.0,7.0,1.0,0.0,0.0
MELANCHOLIC PIANO NOTES,8.0,1.0,0.0,0.0,inf,inf
ENVIRONMENT AND SETTING,7.0,1.0,0.0,0.0,inf,inf
BREATHING PAUSES,6.0,1.0,0.0,0.0,inf,inf
TRANSITION PAUSES,8.0,1.0,0.0,0.0,inf,inf
SUPER BOWL WASTE MANAGEMENT,7.0,1.0,0.0,0.0,inf,inf
LEFT HAND GESTURE,9.0,1.0,7.0,1.0,1.2857142857142858,1.0
WHITE CEILING,6.0,1.0,0.0,0.0,inf,inf
SATISFACTION AND DELIGHT,9.0,1.0,0.0,0.0,inf,inf
ROOM DETAILS,0.0,0.0,6.0,1.0,0.0,0.0
ULTA BEAUTY SIGNAGE,7.0,1.0,0.0,0.0,inf,inf
WHISK,8.0,1.0,0.0,0.0,inf,inf
BATHROBE,8.0,1.0,0.0,0.0,inf,inf
CAKE DECORATING,8.0,1.0,0.0,0.0,inf,inf
ENTHUSIASTIC BODY LANGUAGE,8.0,1.0,0.0,0.0,inf,inf
POSTERS,6.0,1.0,6.0,1.0,1.0,1.0
HAND GESTURES,120.0,14.0,24.0,3.0,5.0,4.666666666666667
SECTION 2 AUDIO,9.0,1.0,0.0,0.0,inf,inf
VIBRANT PINK TOP,9.0,1.0,0.0,0.0,inf,inf
UNDERLYING PASSION,0.0,0.0,7.0,1.0,0.0,0.0
POISE AND SELF-EXPRESSION,7.0,1.0,0.0,0.0,inf,inf
ATTENTION TO CAMERA,0.0,0.0,28.0,1.0,0.0,0.0
ELECTRONIC BEEP,0.0,0.0,5.0,1.0,0.0,0.0
CONSISTENT PACE,15.0,2.0,0.0,0.0,inf,inf
OVERALL DEMEANOR,8.0,1.0,0.0,0.0,inf,inf
ENGAGEMENT AND EXCITEMENT,9.0,1.0,0.0,0.0,inf,inf
BEAUTY TUTORIAL GESTURE,8.0,1.0,0.0,0.0,inf,inf
OPENNESS AND ENTHUSIASM,9.0,1.0,0.0,0.0,inf,inf
HOT PAN,8.0,1.0,0.0,0.0,inf,inf
HAND AND ARM GESTURES,8.0,1.0,0.0,0.0,inf,inf
PRODUCT USAGE,8.0,1.0,8.0,1.0,1.0,1.0
METAL TRAYS,5.0,1.0,0.0,0.0,inf,inf
BRACKET-STYLE GAME,0.0,0.0,8.0,1.0,0.0,0.0
QUIET BACKGROUND SOUNDS,0.0,0.0,6.0,1.0,0.0,0.0
APPROACHABLE FRIENDLINESS,8.0,1.0,0.0,0.0,inf,inf
PLANTS,18.0,3.0,5.0,1.0,3.6,3.0
SHADES OF BLUE,5.0,1.0,0.0,0.0,inf,inf
WHIRRING METALLIC SOUND,6.0,1.0,0.0,0.0,inf,inf
PINK TOP,6.0,1.0,0.0,0.0,inf,inf
MISTA SHOES,5.0,1.0,0.0,0.0,inf,inf
VLOG-STYLE VIDEO,9.0,1.0,0.0,0.0,inf,inf
REED DIFFUSER,7.0,1.0,0.0,0.0,inf,inf
WINDOW,19.0,3.0,14.0,2.0,1.3571428571428572,1.5
INDOOR RETAIL ENVIRONMENT,0.0,0.0,16.0,1.0,0.0,0.0
GROOMING OR STYLING ACTION,8.0,1.0,0.0,0.0,inf,inf
MOVING ON,7.0,1.0,0.0,0.0,inf,inf
FRUITVALE STATION,6.0,1.0,0.0,0.0,inf,inf
BRAND NAMES,7.0,1.0,14.0,2.0,0.5,0.5
SYNTHESIZED INSTRUMENTS,0.0,0.0,7.0,1.0,0.0,0.0
CRACKLING AND BURNING OF FLAME,7.0,1.0,0.0,0.0,inf,inf
HEART ON FINGER,0.0,0.0,7.0,1.0,0.0,0.0
GAZE SHIFTS,15.0,1.0,0.0,0.0,inf,inf
R&B SONG,0.0,0.0,7.0,1.0,0.0,0.0
145 WORDS,7.0,1.0,0.0,0.0,inf,inf
FESTIVE ATMOSPHERE,16.0,2.0,25.0,3.0,0.64,0.6666666666666666
V SHAPE,0.0,0.0,8.0,1.0,0.0,0.0
FRAMED ITEMS,8.0,1.0,0.0,0.0,inf,inf
FINAL EXPRESSION,8.0,1.0,0.0,0.0,inf,inf
SHOPPING,8.0,1.0,7.0,1.0,1.1428571428571428,1.0
SOUND OF EXERTION,6.0,1.0,0.0,0.0,inf,inf
SIGH OF CONTENTMENT,5.0,1.0,0.0,0.0,inf,inf
RELAXED,8.0,1.0,0.0,0.0,inf,inf
MORNING VLOG,8.0,1.0,9.0,1.0,0.8888888888888888,1.0
CONVERSATIONAL TONE,78.0,9.0,23.0,3.0,3.391304347826087,3.0
POSITIVE EMOTIONS,8.0,1.0,8.0,1.0,1.0,1.0
KOREAN DRAMA FANS,7.0,1.0,0.0,0.0,inf,inf
INTERACTION WITH PRODUCTS,0.0,0.0,8.0,1.0,0.0,0.0
SNIFFING FRAGRANCES,8.0,1.0,0.0,0.0,inf,inf
CONVERSATIONAL AND JOYFUL TONE,9.0,1.0,0.0,0.0,inf,inf
MANICURE STATION,0.0,0.0,7.0,1.0,0.0,0.0
COMFORT,51.0,6.0,24.0,3.0,2.125,2.0
FLUCTUATING PACE,7.0,1.0,0.0,0.0,inf,inf
SETUP,0.0,0.0,9.0,1.0,0.0,0.0
AMAZON COAT RACK,0.0,0.0,8.0,1.0,0.0,0.0
EGG,17.0,1.0,0.0,0.0,inf,inf
HEALTH ADVICE,10.0,1.0,0.0,0.0,inf,inf
ROOM,9.0,1.0,0.0,0.0,inf,inf
TRACK LIGHTING,7.0,1.0,0.0,0.0,inf,inf
WORKOUT TIP,8.0,1.0,0.0,0.0,inf,inf
SHIMMERING SYNTH,0.0,0.0,6.0,1.0,0.0,0.0
TRAFFIC SOUNDS,5.0,1.0,0.0,0.0,inf,inf
SYNTHESIZED MELODIES AND HARMONIES,8.0,1.0,0.0,0.0,inf,inf
BRUSHING HAIR,0.0,0.0,8.0,1.0,0.0,0.0
VISIBLE LABELS,7.0,1.0,0.0,0.0,inf,inf
REVERB/ECHO EFFECTS,0.0,0.0,7.0,1.0,0.0,0.0
HAT,14.0,2.0,0.0,0.0,inf,inf
FUNCTIONAL ARRANGEMENT,8.0,1.0,0.0,0.0,inf,inf
LO-FI MUSIC,5.0,1.0,0.0,0.0,inf,inf
BEAUTY TIPS AND TECHNIQUES,8.0,1.0,0.0,0.0,inf,inf
PINK SWEATPANTS,0.0,0.0,7.0,1.0,0.0,0.0
GIF OF VAN MOVING,0.0,0.0,7.0,1.0,0.0,0.0
INFORMAL SETTING,0.0,0.0,6.0,1.0,0.0,0.0
NATURAL SURROUNDINGS,0.0,0.0,10.0,1.0,0.0,0.0
CAKE,0.0,0.0,6.0,1.0,0.0,0.0
BEEP,0.0,0.0,5.0,1.0,0.0,0.0
UPBEAT AND POSITIVE MUSIC,0.0,0.0,7.0,1.0,0.0,0.0
KITCHEN AREA,0.0,0.0,7.0,1.0,0.0,0.0
ROAD TRIP,0.0,0.0,14.0,1.0,0.0,0.0
WAKE-UP LIGHT ALARM CLOCK,0.0,0.0,8.0,1.0,0.0,0.0
CALM AND STEADY VOICE,9.0,1.0,0.0,0.0,inf,inf
SWINGING OR TILTING,8.0,1.0,0.0,0.0,inf,inf
DELAY,37.0,5.0,10.0,2.0,3.7,2.5
GRAPHIC ELEMENTS,7.0,1.0,0.0,0.0,inf,inf
GOLD NECKLACE,7.0,1.0,0.0,0.0,inf,inf
KARAOKE BAR,9.0,1.0,0.0,0.0,inf,inf
PLAYFUL DEMEANOR,14.0,2.0,0.0,0.0,inf,inf
GROUND BEEF,17.0,2.0,0.0,0.0,inf,inf
SEATED AND GESTURING,8.0,1.0,0.0,0.0,inf,inf
"GRAY, BLACK, AND PINK COLORS",6.0,1.0,0.0,0.0,inf,inf
PEACEFULNESS,0.0,0.0,7.0,1.0,0.0,0.0
EXPRESSIVE VOCALIZATION,7.0,1.0,0.0,0.0,inf,inf
SYNTH PADS,20.0,2.0,0.0,0.0,inf,inf
FLUID MOVEMENT,24.0,3.0,0.0,0.0,inf,inf
DEMONSTRATION AND INTERACTION,6.0,1.0,0.0,0.0,inf,inf
NEUTRAL/CURIOUS EXPRESSION,8.0,1.0,0.0,0.0,inf,inf
BRIGHT TONE,7.0,1.0,0.0,0.0,inf,inf
EYES GLANCING DOWNWARD,7.0,1.0,0.0,0.0,inf,inf
SATISFIED/CONTENT,9.0,1.0,0.0,0.0,inf,inf
HESITATION AT 0:12,7.0,1.0,0.0,0.0,inf,inf
PRODUCT BRAND,0.0,0.0,7.0,1.0,0.0,0.0
CLAVES,7.0,1.0,0.0,0.0,inf,inf
PINK BENCH,0.0,0.0,6.0,1.0,0.0,0.0
MELANCHOLIC TONE,0.0,0.0,8.0,1.0,0.0,0.0
ORGANIZING AND DECLUTTERING,9.0,1.0,0.0,0.0,inf,inf
SEASONING TECHNIQUES,9.0,1.0,0.0,0.0,inf,inf
TESTOSTERONE IN MEN,7.0,1.0,0.0,0.0,inf,inf
STREET STYLE,0.0,0.0,8.0,1.0,0.0,0.0
RECURRING PATTERN,14.0,2.0,0.0,0.0,inf,inf
SINGER'S STYLE,6.0,1.0,0.0,0.0,inf,inf
SERIES-RELATED TEXT,8.0,1.0,0.0,0.0,inf,inf
LONG PAUSES,19.0,3.0,0.0,0.0,inf,inf
HALLOW: PRAYER & MEDITATION,8.0,1.0,0.0,0.0,inf,inf
FLAME CRACKLING,7.0,1.0,0.0,0.0,inf,inf
INITIAL REACTION,9.0,1.0,0.0,0.0,inf,inf
20-POUND DUMBBELL,7.0,1.0,0.0,0.0,inf,inf
CASUAL INDOOR SETTING,0.0,0.0,8.0,1.0,0.0,0.0
MOUTH AREA,8.0,1.0,0.0,0.0,inf,inf
TEXT ON SCREEN,6.0,1.0,8.0,1.0,0.75,1.0
MEMORIAL DAY,9.0,1.0,0.0,0.0,inf,inf
GLOW IV VITAMIN INFUSED SKIN ENHANCER,8.0,1.0,0.0,0.0,inf,inf
SUCCESS AND INDEPENDENCE,0.0,0.0,8.0,1.0,0.0,0.0
PARKING PROCESS,8.0,1.0,0.0,0.0,inf,inf
LIGHT BLUE HEADBAND,0.0,0.0,7.0,1.0,0.0,0.0
PLAYFUL COMMENTARY,7.0,1.0,0.0,0.0,inf,inf
SOFT NATURAL LIGHTING,6.0,1.0,0.0,0.0,inf,inf
ELECTRONIC DANCE MUSIC TRACK,8.0,1.0,0.0,0.0,inf,inf
DENIM BLUE JEANS,0.0,0.0,8.0,1.0,0.0,0.0
BRIGHTNESS AND EMOTION,0.0,0.0,6.0,1.0,0.0,0.0
MINIMUM VOLUME,6.0,1.0,0.0,0.0,inf,inf
TRENDY SETTING,8.0,1.0,0.0,0.0,inf,inf
CLEAR AUDIO QUALITY,8.0,1.0,0.0,0.0,inf,inf
SPONSORSHIP,7.0,1.0,0.0,0.0,inf,inf
LAYERED VOCALS,14.0,2.0,0.0,0.0,inf,inf
GAZE TOWARD CAMERA,8.0,1.0,0.0,0.0,inf,inf
PORTABILITY,8.0,1.0,0.0,0.0,inf,inf
SWOOSHING SOUND EFFECTS,0.0,0.0,7.0,1.0,0.0,0.0
WIDER PITCH RANGE,7.0,1.0,0.0,0.0,inf,inf
FLUID HEAD MOVEMENT,0.0,0.0,7.0,1.0,0.0,0.0
LASER BEAM OR SWORD CLASHING SOUNDS,7.0,1.0,0.0,0.0,inf,inf
TRANSITION,15.0,2.0,0.0,0.0,inf,inf
GREEN LACE TOP,9.0,1.0,0.0,0.0,inf,inf
OVERALL STRATEGY,8.0,1.0,0.0,0.0,inf,inf
MALE RAPPER,7.0,1.0,0.0,0.0,inf,inf
AMBIENT CITY NOISE,7.0,1.0,0.0,0.0,inf,inf
UPRIGHT SEATED POSITION,8.0,1.0,0.0,0.0,inf,inf
CIRCLE BEVERAGE,8.0,1.0,0.0,0.0,inf,inf
REFLECTIVE HUBCAPS,0.0,0.0,6.0,1.0,0.0,0.0
CRISPY FETA,9.0,1.0,0.0,0.0,inf,inf
HOLDING A DRINK,8.0,1.0,0.0,0.0,inf,inf
CONFIDENT SPEAKER,9.0,1.0,0.0,0.0,inf,inf
PLAYFUL GESTURES,8.0,1.0,0.0,0.0,inf,inf
SIGHS,52.0,8.0,10.0,2.0,5.2,4.0
VISUAL FOCUS,24.0,3.0,7.0,1.0,3.4285714285714284,3.0
STRUGGLING,8.0,1.0,0.0,0.0,inf,inf
PERSONAL ENDORSEMENT,0.0,0.0,8.0,1.0,0.0,0.0
SPF DISCUSSION,8.0,1.0,0.0,0.0,inf,inf
MOM'S RECORD,7.0,1.0,0.0,0.0,inf,inf
DARK BLUE SKY,0.0,0.0,6.0,1.0,0.0,0.0
OPEN HAND MOVEMENT,0.0,0.0,7.0,1.0,0.0,0.0
SOLEMN AND REFLECTIVE EXPRESSION,8.0,1.0,0.0,0.0,inf,inf
HAIR-PLAY GESTURE,17.0,1.0,0.0,0.0,inf,inf
WASHINGTON D.C.,0.0,0.0,7.0,1.0,0.0,0.0
SPONSORED CONTENT INDICATORS,13.0,2.0,6.0,1.0,2.1666666666666665,2.0
LOWER PITCH,7.0,1.0,0.0,0.0,inf,inf
NATURAL TONES,0.0,0.0,7.0,1.0,0.0,0.0
AUTHORITATIVE SPOKEN WORDS,9.0,1.0,0.0,0.0,inf,inf
ELEGANT GESTURE,0.0,0.0,7.0,1.0,0.0,0.0
SECURING GESTURE,7.0,1.0,0.0,0.0,inf,inf
JEANS,0.0,0.0,7.0,1.0,0.0,0.0
RISING INFLECTION,7.0,1.0,8.0,1.0,0.875,1.0
MELANCHOLIC MOOD,9.0,1.0,0.0,0.0,inf,inf
HAND AND FINGER GESTURES,155.0,20.0,77.0,9.0,2.012987012987013,2.2222222222222223
ANIMATED FACIAL EXPRESSIONS,9.0,1.0,16.0,2.0,0.5625,0.5
POP SONG AUDIO,8.0,1.0,0.0,0.0,inf,inf
UPBEAT ELECTRONIC MUSICAL LOOP,0.0,0.0,9.0,1.0,0.0,0.0
VALENTINE'S DAY SELF-CARE,10.0,1.0,0.0,0.0,inf,inf
FONT STYLES AND COLORS,0.0,0.0,7.0,1.0,0.0,0.0
SOCIAL MEDIA ICONS,7.0,1.0,0.0,0.0,inf,inf
"""I WONDER IF HE KNOWS"" LOW PITCH",8.0,1.0,0.0,0.0,inf,inf
CHOPSTICK GRIP,7.0,1.0,0.0,0.0,inf,inf
LIGHTING,21.0,3.0,20.0,3.0,1.05,1.0
BEAUTY PRODUCT REVIEW,18.0,2.0,8.0,1.0,2.25,2.0
SNIFFING SOUND,6.0,1.0,0.0,0.0,inf,inf
SLIGHT ACCENT,7.0,1.0,0.0,0.0,inf,inf
PLAYFUL AMUSEMENT,7.0,1.0,0.0,0.0,inf,inf
OPEN MOUTH,29.0,4.0,14.0,2.0,2.0714285714285716,2.0
LOW AUDIO QUALITY,0.0,0.0,6.0,1.0,0.0,0.0
CLEAN AND ORGANIZED ENVIRONMENT,9.0,1.0,0.0,0.0,inf,inf
ROUND MIRROR,0.0,0.0,12.0,2.0,0.0,0.0
COZY AND INTIMATE ATMOSPHERE,0.0,0.0,8.0,1.0,0.0,0.0
PRODUCT ENGAGEMENT,8.0,1.0,0.0,0.0,inf,inf
POM-POM,7.0,1.0,0.0,0.0,inf,inf
BRA,9.0,1.0,0.0,0.0,inf,inf
REVIEW,9.0,1.0,0.0,0.0,inf,inf
SHARED INTERESTS,7.0,1.0,0.0,0.0,inf,inf
OCCASIONAL SMILES,6.0,1.0,0.0,0.0,inf,inf
FAKE EYELASHES,8.0,1.0,0.0,0.0,inf,inf
FRONTAL GAZE,8.0,1.0,0.0,0.0,inf,inf
STRESS HORMONES,8.0,1.0,0.0,0.0,inf,inf
STEVE MADDNESS,0.0,0.0,8.0,1.0,0.0,0.0
MORNING ACTIVITIES,9.0,1.0,0.0,0.0,inf,inf
TRANQUILITY AND PEACEFULNESS,0.0,0.0,7.0,1.0,0.0,0.0
LOW VOICE,7.0,1.0,0.0,0.0,inf,inf
DOOR,22.0,4.0,6.0,1.0,3.6666666666666665,4.0
POSSIBLE ARPEGGIATION,7.0,1.0,0.0,0.0,inf,inf
CATCHY POP SONG,9.0,1.0,0.0,0.0,inf,inf
PRODUCT HIGHLIGHTING,0.0,0.0,9.0,1.0,0.0,0.0
EXCITED AND LAUGHING,9.0,1.0,0.0,0.0,inf,inf
TIFF PREMIERE,7.0,1.0,0.0,0.0,inf,inf
SILENCE,14.0,2.0,0.0,0.0,inf,inf
FURNITURE,17.0,2.0,0.0,0.0,inf,inf
PERCUSSION,19.0,3.0,0.0,0.0,inf,inf
Q&A SESSION,9.0,1.0,0.0,0.0,inf,inf
CONCENTRATED LOOK,8.0,1.0,0.0,0.0,inf,inf
CONSISTENT SPEECH VOLUME,7.0,1.0,0.0,0.0,inf,inf
ARTICULATION ISSUES,6.0,1.0,0.0,0.0,inf,inf
FOCUSED EXPRESSION,23.0,3.0,0.0,0.0,inf,inf
PLAYFUL AUDIO,8.0,1.0,0.0,0.0,inf,inf
DARK AREA,4.0,1.0,0.0,0.0,inf,inf
POSITIVE AND ENGAGED EMOTIONAL STATE,0.0,0.0,8.0,1.0,0.0,0.0
OOTN,9.0,1.0,0.0,0.0,inf,inf
GIFT TAG,7.0,1.0,0.0,0.0,inf,inf
DIRECT CAMERA GAZE,17.0,2.0,0.0,0.0,inf,inf
RAIL,6.0,1.0,0.0,0.0,inf,inf
BAKTOPIA,7.0,1.0,0.0,0.0,inf,inf
HOLIDAY-THEMED DECORATION,8.0,1.0,0.0,0.0,inf,inf
ENCOURAGEMENT,8.0,1.0,0.0,0.0,inf,inf
ENTHUSIASTIC CHILDREN,0.0,0.0,9.0,1.0,0.0,0.0
MUSICAL STYLE,8.0,1.0,0.0,0.0,inf,inf
STEP-BY-STEP GUIDANCE,8.0,1.0,0.0,0.0,inf,inf
CREAM HIGHLIGHT AND BLUSH,7.0,1.0,0.0,0.0,inf,inf
DUMPLING MAKING,10.0,1.0,0.0,0.0,inf,inf
CAPTIONS,0.0,0.0,7.0,1.0,0.0,0.0
INTERACTIVE APPROACH,8.0,1.0,0.0,0.0,inf,inf
SMILING,127.0,13.0,32.0,4.0,3.96875,3.25
MODERN FLOOR LAMP,5.0,1.0,0.0,0.0,inf,inf
FEATURES,17.0,2.0,0.0,0.0,inf,inf
CAR,25.0,3.0,9.0,1.0,2.7777777777777777,3.0
GRAPHICS AND STYLIZED TEXT,7.0,1.0,0.0,0.0,inf,inf
REAL FREAK BY BANDGANG LONNIE,0.0,0.0,9.0,1.0,0.0,0.0
PAVED PATHWAY,8.0,1.0,0.0,0.0,inf,inf
HOLDING ITEMS,0.0,0.0,8.0,1.0,0.0,0.0
CATCHY MELODIC PHRASE,0.0,0.0,8.0,1.0,0.0,0.0
WAREHOUSE-STYLE SHELVING,0.0,0.0,8.0,1.0,0.0,0.0
JEALOUSY AND DISTRUST,0.0,0.0,7.0,1.0,0.0,0.0
RHYTHMIC SONG,0.0,0.0,8.0,1.0,0.0,0.0
LOUD MUSIC,0.0,0.0,7.0,1.0,0.0,0.0
BLUE AND WHITE STRIPED COMFORTER,6.0,1.0,0.0,0.0,inf,inf
WARM SMILE,15.0,2.0,9.0,1.0,1.6666666666666667,2.0
DANCE-POP SONG,17.0,1.0,0.0,0.0,inf,inf
DESCENDING SCALE MOTIF,7.0,1.0,0.0,0.0,inf,inf
VOLUME ANALYSIS,24.0,2.0,0.0,0.0,inf,inf
OCTOBER PREMIERE,8.0,1.0,0.0,0.0,inf,inf
AUDIO CUT OFF,0.0,0.0,8.0,1.0,0.0,0.0
INITIAL CURIOSITY AND ANTICIPATION,8.0,1.0,0.0,0.0,inf,inf
CONVERSATIONAL AUDIO,8.0,1.0,0.0,0.0,inf,inf
OUTFITS AND ACCESSORIES,8.0,1.0,0.0,0.0,inf,inf
CONFIDENCE AND COMFORT,0.0,0.0,9.0,1.0,0.0,0.0
HANDLING AND INTERACTION,24.0,3.0,0.0,0.0,inf,inf
BALLOONS SPELLING Y2K,0.0,0.0,8.0,1.0,0.0,0.0
NEUTRAL SETTING,8.0,1.0,0.0,0.0,inf,inf
SYNTHS AND ELECTRONIC DRUMS,7.0,1.0,0.0,0.0,inf,inf
DOORWAY,0.0,0.0,6.0,1.0,0.0,0.0
CLIPPING,6.0,1.0,0.0,0.0,inf,inf
RUSTIC ATMOSPHERE,0.0,0.0,8.0,1.0,0.0,0.0
BRUSHING TEETH,10.0,1.0,0.0,0.0,inf,inf
SIMPLE MEAL,7.0,1.0,0.0,0.0,inf,inf
GLOWING BLUE LIGHT,0.0,0.0,8.0,1.0,0.0,0.0
ELECTRONIC BEAT,22.0,3.0,0.0,0.0,inf,inf
TOP AND PANTS,8.0,1.0,0.0,0.0,inf,inf
80 WORDS,0.0,0.0,9.0,1.0,0.0,0.0
POP SONG,65.0,6.0,0.0,0.0,inf,inf
LAURA,7.0,1.0,0.0,0.0,inf,inf
HEADBAND,0.0,0.0,8.0,1.0,0.0,0.0
COFFEE PRODUCT,9.0,1.0,0.0,0.0,inf,inf
LIVE RECORDING FEEL,0.0,0.0,7.0,1.0,0.0,0.0
DECORATIVE PANELS,0.0,0.0,6.0,1.0,0.0,0.0
COLORFUL DECOR,7.0,1.0,0.0,0.0,inf,inf
VIBRANT PINK SLEEPWEAR,8.0,1.0,0.0,0.0,inf,inf
COSMETIC PRODUCTS,0.0,0.0,7.0,1.0,0.0,0.0
BASS,14.0,2.0,8.0,1.0,1.75,2.0
PITCH ELEMENTS,8.0,1.0,7.0,1.0,1.1428571428571428,1.0
DEER,7.0,1.0,0.0,0.0,inf,inf
COZY AMBIANCE,15.0,2.0,0.0,0.0,inf,inf
STRONG VOCALS,0.0,0.0,8.0,1.0,0.0,0.0
AMAZEMENT,8.0,1.0,0.0,0.0,inf,inf
ENGAGED EXPRESSION,23.0,3.0,0.0,0.0,inf,inf
PINK SCOOTER,7.0,1.0,0.0,0.0,inf,inf
CONVERSATIONAL PACE,6.0,1.0,0.0,0.0,inf,inf
WAVE-LIKE MELODIC CONTOUR,6.0,1.0,0.0,0.0,inf,inf
HIGH-PITCHED VOCALIZATION,6.0,1.0,0.0,0.0,inf,inf
CLASSROOM,7.0,1.0,0.0,0.0,inf,inf
COMPRESSION,15.0,2.0,0.0,0.0,inf,inf
PERFORMANCE ON DIFFERENT HAIR TYPES,0.0,0.0,8.0,1.0,0.0,0.0
HANDS LOWER SLIGHTLY,7.0,1.0,0.0,0.0,inf,inf
PARK SETTING,9.0,1.0,0.0,0.0,inf,inf
"FRAMED POSTER ""GOODBYE 2022""",0.0,0.0,7.0,1.0,0.0,0.0
WALKING,9.0,1.0,0.0,0.0,inf,inf
BRIGHT COLORS,13.0,2.0,0.0,0.0,inf,inf
FOCUSED ENGAGEMENT,8.0,1.0,0.0,0.0,inf,inf
POSTURE,7.0,1.0,6.0,1.0,1.1666666666666667,1.0
WHITE AND LIGHT GRAY COLORS,8.0,1.0,0.0,0.0,inf,inf
SLIGHT HESITATIONS,7.0,1.0,0.0,0.0,inf,inf
THRIFT SHOPPING EXPERIENCE,9.0,1.0,0.0,0.0,inf,inf
PLAIN BACKGROUND,0.0,0.0,5.0,1.0,0.0,0.0
CAPTION CONTENT,0.0,0.0,8.0,1.0,0.0,0.0
MEDIUM-LENGTH SILENCE,6.0,1.0,0.0,0.0,inf,inf
UPBEAT AND DANCEABLE SONG,0.0,0.0,9.0,1.0,0.0,0.0
FIST AND FINGER EXTENSION,0.0,0.0,7.0,1.0,0.0,0.0
LUSH TROPICAL PLANTS,0.0,0.0,8.0,1.0,0.0,0.0
SHELF,12.0,2.0,0.0,0.0,inf,inf
